-desc,date,temp_c,text,icon,wind_mph,wind_degree,wind_dir,pressure_mb,precip_mm,precip_in,humidity,cloud,feelslike_c,vis_miles,uv,gust_mph,gb-defra-index,headache_severity
avrgData,12/04/2022 15:30,13,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,12.5,180,S,1004,0,0,94,50,12.1,2,5,8.1,1,0
avrgData,12/04/2022 16:15,13,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,18.6,180,S,1004,0.2,0.01,94,50,12.3,3,4,6.9,1,0
avrgData,12/04/2022 17:15,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,13.6,190,S,1004,0,0,94,75,11.2,6,4,6.5,1,0
avrgData,12/04/2022 18:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,10.5,180,S,1005,0.1,0,100,75,10.1,4,3,6.7,1,0
avrgData,12/04/2022 19:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,10.5,180,S,1005,0.3,0.01,94,75,12.2,4,3,4,1,0
avrgData,12/04/2022 20:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,9.4,180,S,1006,0.1,0,100,75,11.4,4,3,2.9,1,0
avrgData,12/04/2022 21:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,9.4,180,S,1007,0,0,100,75,11.4,4,3,3.6,1,0
avrgData,12/04/2022 22:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,10.5,190,S,1008,0.1,0,100,100,11.4,2,1,4.7,1,0
avrgData,12/04/2022 23:30,11,Light drizzle,http://cdn.weatherapi.com/weather/64x64/night/266.png,6.9,190,S,1008,0,0,100,50,11.2,2,1,5.1,1,0
avrgData,13/04/2022 00:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,9.4,190,S,1009,0,0,100,100,10.9,3,1,6.5,1,0
avrgData,13/04/2022 01:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,10.5,190,S,1009,0,0,100,75,10.9,3,1,6.5,1,0
avrgData,13/04/2022 02:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,9.4,190,S,1009,0,0,100,75,10.7,3,1,7.6,1,0
avrgData,13/04/2022 03:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,5.6,180,S,1010,0,0,100,100,10.3,1,1,9.2,1,0
avrgData,13/04/2022 04:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,5.6,190,S,1010,0,0,100,100,10.4,3,1,8.7,1,0
avrgData,13/04/2022 05:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,6.9,190,S,1010,0,0,100,75,10.6,2,1,7.8,1,0
avrgData,13/04/2022 06:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,3.8,190,S,1011,0,0,100,75,10.6,3,1,7.8,1,0
avrgData,13/04/2022 07:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,4.3,190,S,1012,0,0,100,100,10.4,1,1,8.1,1,0
avrgData,13/04/2022 08:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,4.3,220,SW,1013,0,0,100,75,10.3,1,4,6.9,1,0
mornData,13/04/2022 08:45,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,4.3,190,S,1013,0,0,100,75,10.3,1,4,6.9,1,5
avrgData,13/04/2022 09:30,11,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,4.3,220,SW,1014,0,0,100,100,9.9,1,4,7.6,1,0
avrgData,13/04/2022 10:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,5.6,230,SW,1015,0,0,94,100,10.9,0,4,8.3,1,0
avrgData,13/04/2022 11:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,5.6,230,SW,1015,0,0,94,100,10.7,0,4,9.4,1,0
avrgData,13/04/2022 12:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,4.3,230,SW,1015,0,0,94,75,12.8,3,3,10.7,1,0
avrgData,13/04/2022 13:30,13,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,8.1,230,SW,1015,0,0,94,50,11.5,3,3,11.6,1,0
avrgData,13/04/2022 14:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,210,SSW,1016,0,0,88,75,12.7,4,4,12.1,1,0
avrgData,13/04/2022 15:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,5.6,220,SW,1016,0,0,88,75,12.8,6,5,11.4,1,0
avrgData,13/04/2022 16:15,13,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,10.5,230,SW,1017,0.1,0,88,75,11.8,6,4,9.8,1,0
avrgData,13/04/2022 17:15,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,5.6,230,SW,1017,0,0,88,75,11.8,6,5,9.6,1,0
avrgData,13/04/2022 18:30,13,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,230,SW,1018,0,0,88,50,12,4,4,8.5,1,0
avrgData,13/04/2022 19:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,220,SW,1019,0,0,94,50,11.1,4,4,7.4,1,0
avrgData,13/04/2022 20:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,5.6,240,WSW,1019,0,0,94,50,11.1,4,3,9.6,1,0
avrgData,13/04/2022 21:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,3.8,220,SW,1020,0,0,94,75,11.2,4,2,10.7,1,0
avrgData,13/04/2022 22:15,12,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,2.5,220,SW,1020,0,0,94,100,11.2,6,1,11,1,0
avrgData,13/04/2022 23:30,12,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,2.5,220,SW,1020,0,0,94,100,11.2,6,1,11,1,0
avrgData,14/04/2022 00:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,2.5,220,SW,1020,0,0,94,75,9.8,3,1,13.4,1,0
avrgData,14/04/2022 01:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,2.2,290,WNW,1020,0,0,100,75,9.8,6,1,13.4,1,0
avrgData,14/04/2022 02:30,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,4.3,70,ENE,1020,0,0,100,100,8.9,3,1,11.2,1,0
avrgData,14/04/2022 03:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,2.5,170,S,1020,0,0,94,100,10.1,1,1,11.2,2,0
avrgData,14/04/2022 04:30,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,2.5,110,ESE,1020,0,0,100,100,8.8,4,1,11.6,2,0
avrgData,14/04/2022 05:30,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,2.5,70,ENE,1020,0,0,100,100,8.8,5,1,11.6,2,0
avrgData,14/04/2022 06:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,4.3,80,E,1020,0,0,100,100,8.7,3,1,12.3,2,0
avrgData,14/04/2022 07:15,10,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,4.3,70,ENE,1020,0,0,100,100,8.7,0,1,11.4,2,0
avrgData,14/04/2022 08:15,11,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,6.9,70,ENE,1020,0,0,100,75,9.9,0,3,8.9,2,0
mornData,14/04/2022 08:45,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,5.6,70,ENE,1020,0,0,100,50,9.9,0,3,8.9,2,0
avrgData,14/04/2022 09:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,90,E,1020,0,0,100,100,10.4,1,3,12.3,2,0
avrgData,14/04/2022 10:15,13,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,6.9,170,S,1021,0,0,94,50,11.8,3,3,10.5,1,0
avrgData,14/04/2022 11:30,13,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,2.2,190,S,1021,0,0,88,50,11.6,3,3,11.9,1,0
avrgData,14/04/2022 12:30,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,11.9,180,S,1021,0,0,82,50,12.8,3,3,11.9,1,0
avrgData,14/04/2022 13:30,15,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,12.5,190,S,1021,0,0,72,50,14,6,3,12.3,1,0
avrgData,14/04/2022 14:30,15,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,11.9,150,SSE,1021,0,0,72,50,14,6,3,11.6,1,0
avrgData,14/04/2022 15:15,15,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,11.9,130,SE,1021,0,0,72,50,14,6,3,11.2,1,0
avrgData,14/04/2022 16:15,15,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,9.4,130,SE,1021,0,0,77,0,14,6,3,11.6,1,0
avrgData,14/04/2022 17:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,9.4,140,SE,1021,0,0,77,25,14.1,6,4,10.3,1,0
avrgData,14/04/2022 18:15,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,9.4,180,S,1021,0,0,88,75,11.7,6,4,10.7,1,0
avrgData,14/04/2022 19:15,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,9.4,180,S,1021,0,0,94,75,10.8,6,4,8.7,1,0
avrgData,14/04/2022 20:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,5.6,150,SSE,1021,0,0,94,50,9.8,6,4,10.1,1,0
avrgData,14/04/2022 21:30,10,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,160,SSE,1022,0,0,94,0,8.4,5,4,13.4,1,0
avrgData,14/04/2022 22:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,6.9,170,S,1023,0,0,94,50,9.5,3,1,15.2,2,0
avrgData,14/04/2022 23:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,8.1,160,SSE,1023,0,0,100,75,9.5,5,1,15,2,0
avrgData,15/04/2022 00:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,5.6,160,SSE,1023,0,0,100,50,8.4,4,1,14.8,2,0
avrgData,15/04/2022 01:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,5.6,170,S,1023,0,0,94,50,9.6,6,1,14.8,2,0
avrgData,15/04/2022 02:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,6.9,160,SSE,1023,0,0,100,75,9.5,6,1,15,2,0
avrgData,15/04/2022 03:15,11,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,6.9,170,S,1023,0,0,100,100,9.5,6,1,15,2,0
avrgData,15/04/2022 04:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,8.1,170,S,1023,0,0,100,75,9.7,3,1,14.1,1,0
avrgData,15/04/2022 05:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,9.4,160,SSE,1023,0,0,94,75,9.8,6,1,12.8,1,0
avrgData,15/04/2022 06:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,180,S,1023,0,0,100,75,9.9,4,1,10.7,1,0
avrgData,15/04/2022 07:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,180,S,1024,0,0,100,75,10.1,5,1,8.9,1,0
avrgData,15/04/2022 08:30,11,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,6.9,190,S,1024,0,0,100,100,10.3,0,3,6.9,1,0
mornData,15/04/2022 08:00,11,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,6.9,190,S,1024,0,0,100,100,10.1,0,3,7.2,1,0
avrgData,15/04/2022 09:30,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,8.1,180,S,1024,0,0,94,100,11.2,0,3,7.2,1,0
avrgData,15/04/2022 10:15,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,10.5,180,S,1025,0.1,0,100,100,11.3,1,3,6.7,1,0
avrgData,15/04/2022 11:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,10.5,180,S,1025,0,0,100,100,10.7,1,3,10.1,1,0
avrgData,15/04/2022 12:15,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,11.9,190,S,1025,0,0,100,100,10.6,1,3,10.1,1,0
avrgData,15/04/2022 13:30,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,200,SSW,1026,0.2,0.01,100,75,10.4,1,4,10.7,1,0
avrgData,15/04/2022 14:15,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,6.9,190,S,1026,0,0,100,75,11.7,6,4,10.1,1,0
avrgData,15/04/2022 15:15,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,200,SSW,1026,0,0,94,75,11.9,6,5,8.7,1,0
avrgData,15/04/2022 16:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,6.9,200,SSW,1026,0.1,0,94,50,11,2,4,7.2,1,0
avrgData,15/04/2022 17:30,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,4.3,200,SSW,1026,0,0,94,75,12.9,6,4,4.5,1,0
avrgData,15/04/2022 18:15,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,3.8,220,SW,1026,0,0,94,75,12.3,6,3,3.1,1,0
avrgData,15/04/2022 19:15,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,3.8,200,SSW,1026,0.2,0.01,94,75,12.5,6,3,0.7,1,0
avrgData,15/04/2022 20:30,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,2.5,170,S,1026,0,0,94,75,12.5,6,3,2.5,1,0
avrgData,15/04/2022 21:15,12,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,2.5,130,SE,1026,0,0,94,100,11.7,6,4,6.7,1,0
avrgData,15/04/2022 22:15,12,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,3.8,130,SE,1027,0,0,94,100,11.2,6,1,10.7,1,0
avrgData,15/04/2022 23:30,12,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,4.3,170,S,1027,0,0,94,75,11.4,4,1,9.2,1,0
avrgData,16/04/2022 00:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,4.3,150,SSE,1027,0,0,94,75,11.9,3,1,6.7,1,0
avrgData,16/04/2022 01:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,5.6,150,SSE,1027,0,0,100,75,10.8,3,1,6.7,1,0
avrgData,16/04/2022 02:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,5.6,170,S,1027,0,0,100,100,10.8,1,1,6.7,1,0
avrgData,16/04/2022 03:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,3.8,200,SSW,1027,0,0,94,75,11.2,3,1,4.9,1,0
avrgData,16/04/2022 04:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,2.5,140,SE,1027,0,0,94,100,11.2,4,1,4.9,1,0
avrgData,16/04/2022 05:30,11,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,2.5,170,S,1027,0,0,94,100,11.4,6,1,3.6,1,0
avrgData,16/04/2022 06:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,2.2,230,SW,1027,0,0,100,100,10,3,1,5.4,1,0
avrgData,16/04/2022 07:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,3.8,80,E,1027,0,0,94,100,9.6,4,1,6.3,1,0
avrgData,16/04/2022 08:30,10,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,5.6,70,ENE,1028,0,0,94,75,9.4,0,3,5.8,1,0
mornData,16/04/2022 08:00,10,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,5.6,70,ENE,1028,0,0,94,75,8.4,0,4,8.9,1,0
avrgData,16/04/2022 09:30,10,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,6.9,90,E,1028,0,0,100,75,8.4,2,4,8.9,1,0
avrgData,16/04/2022 10:30,11,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,6.9,100,E,1028,0,0,94,100,9.3,6,4,10.5,1,0
avrgData,16/04/2022 11:30,10,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,10.5,90,E,1028,0,0,100,100,7.8,6,4,11.9,1,0
avrgData,16/04/2022 12:15,11,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,10.5,80,E,1028,0,0,94,100,8.8,6,5,13.4,1,0
avrgData,16/04/2022 13:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,16.1,150,SSE,1028,0,0,82,25,12.5,6,5,13.9,2,0
avrgData,16/04/2022 14:15,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,12.5,80,E,1027,0,0,94,75,10,4,5,13.9,2,0
avrgData,16/04/2022 15:30,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,80,E,1027,0,0,88,75,11.3,6,5,13.2,2,0
avrgData,16/04/2022 16:15,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,70,ENE,1027,0,0,88,25,11.3,6,5,13.2,2,0
avrgData,16/04/2022 17:15,14,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,80,E,1026,0,0,82,0,12.6,6,5,12.3,3,0
avrgData,16/04/2022 18:15,14,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,6.9,70,ENE,1026,0,0,82,0,12.6,6,4,12.5,3,0
avrgData,16/04/2022 19:15,12,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,10.5,70,ENE,1026,0,0,94,0,10.2,6,4,13.2,4,0
avrgData,16/04/2022 20:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,8.1,60,ENE,1026,0,0,94,0,8.7,3,4,18.8,5,0
avrgData,16/04/2022 21:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,10.5,70,ENE,1026,0,0,94,0,8.7,1,3,24.4,5,0
avrgData,16/04/2022 22:30,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,10.5,70,ENE,1026,0,0,100,0,7.6,1,1,21.9,5,0
avrgData,16/04/2022 23:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,10.5,70,ENE,1025,0,0,94,0,7.6,1,1,21.7,4,0
avrgData,17/04/2022 00:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,10.5,70,ENE,1025,0,0,94,0,7.5,1,1,23.3,3,0
avrgData,17/04/2022 01:30,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,12.5,70,ENE,1024,0,0,94,0,7.5,2,1,23.3,3,0
avrgData,17/04/2022 02:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,10.5,70,ENE,1024,0,0,94,0,7.5,1,1,23.3,3,0
avrgData,17/04/2022 03:30,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,11.9,70,ENE,1023,0,0,94,0,7.6,1,1,21.3,3,0
avrgData,17/04/2022 04:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,9.4,70,ENE,1023,0,0,94,0,7.7,0,1,21,3,0
avrgData,17/04/2022 05:30,9,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,8.1,70,ENE,1022,0,0,100,0,6.5,0,1,20.6,4,0
avrgData,17/04/2022 06:15,9,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,9.4,70,ENE,1022,0,0,100,0,6.5,0,1,20.6,4,0
avrgData,17/04/2022 07:15,10,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,12.5,120,ESE,1021,0,0,87,0,7.7,3,1,19.7,4,0
avrgData,17/04/2022 08:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,13.6,130,SE,1021,0,0,82,0,8.8,3,4,17,4,0
mornData,17/04/2022 08:45,10,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,9.4,70,ENE,1021,0,0,100,50,7.6,0,4,17,4,0
avrgData,17/04/2022 09:15,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,10.5,80,E,1020,0,0,100,100,8.6,1,4,16.8,4,0
avrgData,17/04/2022 10:15,13,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,5.6,120,ESE,1020,0,0,94,50,11.2,3,4,14.5,4,0
avrgData,17/04/2022 11:30,12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,8.1,190,S,1020,0,0,88,75,10.2,3,4,13,5,0
avrgData,17/04/2022 12:30,11,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,8.1,230,SW,1020,0,0,94,100,9.1,3,4,11.2,4,0
avrgData,17/04/2022 13:30,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,9.4,220,SW,1019,0,0,94,75,10.2,6,3,12.3,4,0
avrgData,17/04/2022 14:15,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,220,SW,1019,0.1,0,88,50,10,6,3,13.9,3,0
avrgData,17/04/2022 15:30,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,6.9,220,SW,1019,0.2,0.01,94,75,9.8,6,3,15.9,2,0
avrgData,17/04/2022 16:15,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,5.6,200,SSW,1018,0.5,0.02,94,75,10.2,2,3,13.2,2,0
avrgData,17/04/2022 17:15,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,220,SW,1018,0.4,0.02,94,50,11.6,6,3,5.6,1,0
avrgData,17/04/2022 18:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,9.4,230,SW,1018,0.3,0.01,100,75,9.6,6,3,8.5,1,0
avrgData,17/04/2022 19:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,220,SW,1018,1.7,0.07,100,75,9,6,3,13.2,1,0
avrgData,17/04/2022 20:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,6.9,210,SSW,1018,0,0,94,75,8.7,6,3,17.4,1,0
avrgData,17/04/2022 21:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,9.4,240,WSW,1018,0,0,94,50,8.5,6,3,20.1,1,0
avrgData,17/04/2022 22:30,10,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,6.9,250,WSW,1019,0,0,87,0,7.5,6,1,19,1,0
avrgData,17/04/2022 23:15,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,250,WSW,1019,0,0,93,0,6.3,6,1,18.6,1,0
avrgData,18/04/2022 00:15,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,2.5,270,W,1019,0.1,0,93,0,5.5,6,1,17.4,1,0
avrgData,18/04/2022 01:15,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,3.8,260,W,1019,0.1,0,93,0,5.5,6,1,17.4,1,0
avrgData,18/04/2022 02:30,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,3.8,290,WNW,1019,0,0,93,0,4.4,6,1,17.2,1,0
avrgData,18/04/2022 03:15,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,3.8,260,W,1019,0,0,93,0,4.3,6,1,18.6,1,0
avrgData,18/04/2022 04:15,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,2.5,250,WSW,1018,0,0,93,0,4.4,6,1,17.2,1,0
avrgData,18/04/2022 05:30,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,2.2,230,SW,1018,0,0,93,25,5.9,6,1,15,1,0
avrgData,18/04/2022 06:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,2.2,240,WSW,1018,0,0,93,25,3.8,6,1,12.8,1,0
avrgData,18/04/2022 07:30,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,5.6,250,WSW,1018,0,0,100,50,6.2,6,1,11.9,1,0
avrgData,18/04/2022 08:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,3.8,240,WSW,1018,0,0,87,25,7.2,6,3,10.3,1,0
mornData,18/04/2022 08:45,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,3.8,240,WSW,1018,0,0,87,25,7.2,6,3,10.3,1,0
avrgData,18/04/2022 09:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,230,SW,1018,0,0,87,50,7.8,6,4,13,1,0
avrgData,18/04/2022 10:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,230,SW,1018,0.1,0,82,50,8.8,6,3,13.9,1,0
avrgData,18/04/2022 11:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,240,WSW,1019,0,0,82,25,8.8,6,4,13.2,1,0
avrgData,18/04/2022 12:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,250,WSW,1019,0,0,76,50,8.8,6,4,13,1,0
avrgData,18/04/2022 13:30,12,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,12.5,230,SW,1018,0.2,0.01,71,0,10,6,3,13.9,1,0
avrgData,18/04/2022 14:30,12,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,15,230,SW,1018,0.1,0,71,0,9.8,6,3,15,1,0
avrgData,18/04/2022 15:15,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,13.6,230,SW,1018,0.1,0,67,25,9.7,6,3,15.7,1,0
avrgData,18/04/2022 16:15,12,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,13.6,240,WSW,1018,0.2,0.01,71,0,9.7,6,3,16.1,1,0
avrgData,18/04/2022 17:15,12,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,13.6,240,WSW,1018,0,0,71,0,9.6,6,4,17,1,0
avrgData,18/04/2022 18:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,280,W,1018,0,0,66,50,8.4,6,4,16.8,1,0
avrgData,18/04/2022 19:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,270,W,1018,0.1,0,66,25,8.6,6,3,15.2,1,0
avrgData,18/04/2022 20:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,6.9,280,W,1018,0,0,71,50,7.6,6,3,16.3,1,0
avrgData,18/04/2022 21:30,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,6.9,270,W,1019,0,0,81,0,5.5,6,3,18.6,1,0
avrgData,18/04/2022 22:30,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,270,W,1019,0,0,81,0,4.1,6,1,20.4,1,0
avrgData,18/04/2022 23:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,6.9,280,W,1019,0,0,76,25,5.5,6,1,18.6,1,0
avrgData,19/04/2022 00:15,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,4.3,290,WNW,1019,0.1,0,76,0,4.3,6,1,18.8,1,0
avrgData,19/04/2022 01:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,3.8,260,W,1018,0.1,0,81,25,3.1,6,1,18.8,1,0
